"from";"to";"walkTime";"distance";"popularity";"category";"rideDuration"
"1";"2";"70.1440918078158";"97.4223497330775";"1754";"Spinning Ride";"90"
"1";"3";"105.342502945401";"146.309031868613";"1130";"Ride";"270"
"1";"4";"113.810500827474";"158.070140038159";"2720";"Family";"900"
"1";"5";"103.759438713537";"144.11033154658";"714";"Family";"720"
"1";"6";"95.8055732538895";"133.063296185958";"1291";"Ride";"255"
"1";"7";"134.212202759089";"186.405837165402";"734";"Spinning Ride";"90"
"1";"8";"154.439326371042";"214.499064404225";"1104";"Roller Coaster";"120"
"1";"9";"181.11881897373";"251.553915241292";"2906";"Ride";"240"
"1";"10";"229.912932213876";"319.323516963716";"2100";"Ride";"420"
"1";"11";"215.38866112954";"299.150918235472";"1115";"Family";"180"
"1";"12";"317.612674982363";"441.128715253282";"2259";"Water";"840"
"1";"13";"371.997613079416";"516.663351499189";"2103";"Dark";"600"
"1";"14";"240.723605286729";"334.338340676012";"5171";"Family";"120"
"1";"15";"290.089714301806";"402.90238097473";"1595";"Ride";"180"
"1";"16";"263.556388855467";"366.050540077038";"7557";"Show";"720"
"1";"17";"297.603216886739";"413.337801231582";"4343";"Family";"1380"
"1";"18";"384.950191761443";"534.653044113115";"1980";"Family";"1800"
"1";"19";"485.718527658934";"674.609066192964";"1629";"Roller Coaster";"420"
"1";"20";"484.128629220543";"672.400873917421";"2031";"Water";"1080"
"1";"21";"439.916901254144";"610.995696186311";"2497";"Water";"450"
"1";"22";"398.496623424405";"553.467532533896";"5626";"Show";"600"
"1";"23";"377.157654889418";"523.830076235303";"899";"Ride";"90"
"1";"24";"383.127652693958";"532.121739852719";"1050";"Water";"480"
"1";"25";"349.070472763853";"484.820101060907";"1748";"Family";"750"
"1";"26";"356.598949393327";"495.276318601843";"1716";"Family";"180"
"1";"27";"283.529563464846";"393.791060367842";"15118";"Family";"1200"
"2";"1";"70.1440918078158";"97.4223497330775";"1104";"Roller Coaster";"600"
"2";"3";"38.2787614052238";"53.1649463961442";"1130";"Ride";"270"
"2";"4";"43.6664861913278";"60.6478974879552";"2720";"Family";"900"
"2";"5";"34.674010708786";"48.1583482066472";"714";"Family";"720"
"2";"6";"71.564319938947";"99.394888804093";"1291";"Ride";"255"
"2";"7";"141.204693251368";"196.117629515788";"734";"Spinning Ride";"90"
"2";"8";"173.242587897778";"240.614705413581";"1104";"Roller Coaster";"120"
"2";"9";"147.849702309944";"205.346808763811";"2906";"Ride";"240"
"2";"10";"223.322605308746";"310.170285151036";"2100";"Ride";"420"
"2";"11";"222.365255154426";"308.840632158925";"1115";"Family";"180"
"2";"12";"272.824109267831";"378.922373983099";"2259";"Water";"840"
"2";"13";"322.652532817859";"448.128517802582";"2103";"Dark";"600"
"2";"14";"193.731056170606";"269.070911348064";"5171";"Family";"120"
"2";"15";"238.757116411859";"331.607106127582";"1595";"Ride";"180"
"2";"16";"209.069746970317";"290.374648569885";"7557";"Show";"720"
"2";"17";"236.203211550559";"328.060016042444";"4343";"Family";"1380"
"2";"18";"322.893940741362";"448.463806585226";"1980";"Family";"1800"
"2";"19";"425.602652889018";"591.114795679192";"1629";"Roller Coaster";"420"
"2";"20";"417.833846088648";"580.324786234234";"2031";"Water";"1080"
"2";"21";"370.099337862156";"514.026858141884";"2497";"Water";"450"
"2";"22";"330.697920961717";"459.302668002384";"5626";"Show";"600"
"2";"23";"308.23812077429";"428.108501075403";"899";"Ride";"90"
"2";"24";"313.223723038207";"435.032948664177";"1050";"Water";"480"
"2";"25";"279.366250160343";"388.008680778254";"1748";"Family";"750"
"2";"26";"288.648033460029";"400.900046472262";"1716";"Family";"180"
"2";"27";"223.111543697039";"309.877144023665";"15118";"Family";"1200"
"3";"1";"105.342502945401";"146.309031868613";"1104";"Roller Coaster";"600"
"3";"2";"38.2787614052238";"53.1649463961442";"1754";"Spinning Ride";"90"
"3";"4";"20.8593048916615";"28.9712567939744";"2720";"Family";"900"
"3";"5";"28.6984646497622";"39.8589786802252";"714";"Family";"720"
"3";"6";"98.0757626513002";"136.216337015695";"1291";"Ride";"255"
"3";"7";"171.898362374596";"238.747725520273";"734";"Spinning Ride";"90"
"3";"8";"206.028413793908";"286.150574713761";"1104";"Roller Coaster";"120"
"3";"9";"160.115721465308";"222.382946479594";"2906";"Ride";"240"
"3";"10";"245.868477211554";"341.483996127158";"2100";"Ride";"420"
"3";"11";"250.252204434323";"347.572506158782";"1115";"Family";"180"
"3";"12";"271.806315808191";"377.508771955821";"2259";"Water";"840"
"3";"13";"317.071688577395";"440.377345246381";"2103";"Dark";"600"
"3";"14";"193.45189190226";"268.683183197583";"5171";"Family";"120"
"3";"15";"233.213980749009";"323.908306595846";"1595";"Ride";"180"
"3";"16";"201.512364301006";"279.878283751397";"7557";"Show";"720"
"3";"17";"220.497378526065";"306.246359063979";"4343";"Family";"1380"
"3";"18";"305.090349321508";"423.736596279872";"1980";"Family";"1800"
"3";"19";"409.055122756253";"568.13211493924";"1629";"Roller Coaster";"420"
"3";"20";"393.918599395482";"547.109165827058";"2031";"Water";"1080"
"3";"21";"339.330470912209";"471.292320711401";"2497";"Water";"450"
"3";"22";"304.842997727182";"423.393052398864";"5626";"Show";"600"
"3";"23";"280.25731642425";"389.246272811458";"899";"Ride";"90"
"3";"24";"282.268066110539";"392.038980709082";"1050";"Water";"480"
"3";"25";"249.349789873652";"346.319152602294";"1748";"Family";"750"
"3";"26";"262.80870736223";"365.012093558653";"1716";"Family";"180"
"3";"27";"185.099895345675";"257.083187980104";"15118";"Family";"1200"
"4";"1";"113.810500827474";"158.070140038159";"1104";"Roller Coaster";"600"
"4";"2";"43.6664861913278";"60.6478974879552";"1754";"Spinning Ride";"90"
"4";"3";"20.8593048916615";"28.9712567939744";"1130";"Ride";"270"
"4";"5";"14.849075829761";"20.6237164302235";"714";"Family";"720"
"4";"6";"87.0650609720603";"120.923695794528";"1291";"Ride";"255"
"4";"7";"161.663429017777";"224.532540302468";"734";"Spinning Ride";"90"
"4";"8";"197.105589099425";"273.75776263809";"1104";"Roller Coaster";"120"
"4";"9";"141.5825431457";"196.642421035695";"2906";"Ride";"240"
"4";"10";"230.282093865524";"319.836241479895";"2100";"Ride";"420"
"4";"11";"237.407190196807";"329.732208606677";"1115";"Family";"180"
"4";"12";"250.972805653408";"348.573341185288";"2259";"Water";"840"
"4";"13";"296.288913589507";"411.512379985427";"2103";"Dark";"600"
"4";"14";"172.699685533329";"239.860674351846";"5171";"Family";"120"
"4";"15";"212.396594219602";"294.995269749448";"1595";"Ride";"180"
"4";"16";"180.774792851253";"251.076101182296";"7557";"Show";"720"
"4";"17";"200.95957430615";"279.110519869652";"4343";"Family";"1380"
"4";"18";"286.215757655228";"397.521885632261";"1980";"Family";"1800"
"4";"19";"389.937679660865";"541.580110640091";"1629";"Roller Coaster";"420"
"4";"20";"377.308210195372";"524.039180826905";"2031";"Water";"1080"
"4";"21";"326.719365705799";"453.776896813609";"2497";"Water";"450"
"4";"22";"289.091115176646";"401.515437745342";"5626";"Show";"600"
"4";"23";"265.682990205882";"369.004153063724";"899";"Ride";"90"
"4";"24";"269.780964000552";"374.695783334099";"1050";"Water";"480"
"4";"25";"236.12082195826";"327.945586053139";"1748";"Family";"750"
"4";"26";"247.000806862582";"343.05667619803";"1716";"Family";"180"
"4";"27";"188.854959735647";"262.298555188398";"15118";"Family";"1200"
"5";"1";"103.759438713537";"144.11033154658";"1104";"Roller Coaster";"600"
"5";"2";"34.674010708786";"48.1583482066472";"1754";"Spinning Ride";"90"
"5";"3";"28.6984646497622";"39.8589786802252";"1130";"Ride";"270"
"5";"4";"14.849075829761";"20.6237164302235";"2720";"Family";"900"
"5";"6";"72.5129315973705";"100.712404996348";"1291";"Ride";"255"
"5";"7";"147.086668484683";"204.28703956206";"734";"Spinning Ride";"90"
"5";"8";"182.372100844352";"253.294584506045";"1104";"Roller Coaster";"120"
"5";"9";"131.516501239185";"182.661807276646";"2906";"Ride";"240"
"5";"10";"217.676791649448";"302.3288772909";"2100";"Ride";"420"
"5";"11";"223.541411769966";"310.474183013842";"1115";"Family";"180"
"5";"12";"246.613250537871";"342.51840352482";"2259";"Water";"840"
"5";"13";"293.905704144289";"408.202366867068";"2103";"Dark";"600"
"5";"14";"167.732001422515";"232.961113086826";"5171";"Family";"120"
"5";"15";"209.831154565686";"291.432159119008";"1595";"Ride";"180"
"5";"16";"179.003166414441";"248.615508908945";"7557";"Show";"720"
"5";"17";"202.995019969997";"281.937527736107";"4343";"Family";"1380"
"5";"18";"289.249181819121";"401.734974748779";"1980";"Family";"1800"
"5";"19";"392.395165202854";"544.993285003965";"1629";"Roller Coaster";"420"
"5";"20";"383.220767599121";"532.25106610989";"2031";"Water";"1080"
"5";"21";"336.165972157975";"466.897183552742";"2497";"Water";"450"
"5";"22";"296.02964420416";"411.152283616889";"5626";"Show";"600"
"5";"23";"273.741074712183";"380.195937100254";"899";"Ride";"90"
"5";"24";"279.412258299765";"388.072580971896";"1050";"Water";"480"
"5";"25";"245.311051230574";"340.709793375797";"1748";"Family";"750"
"5";"26";"253.984611102631";"352.75640430921";"1716";"Family";"180"
"5";"27";"203.693568233807";"282.907733658065";"15118";"Family";"1200"
"6";"1";"95.8055732538895";"133.063296185958";"1104";"Roller Coaster";"600"
"6";"2";"71.564319938947";"99.394888804093";"1754";"Spinning Ride";"90"
"6";"3";"98.0757626513002";"136.216337015695";"1130";"Ride";"270"
"6";"4";"87.0650609720603";"120.923695794528";"2720";"Family";"900"
"6";"5";"72.5129315973705";"100.712404996348";"714";"Family";"720"
"6";"7";"74.5983748355694";"103.608853938291";"734";"Spinning Ride";"90"
"6";"8";"110.344657810482";"153.256469181224";"1104";"Roller Coaster";"120"
"6";"9";"85.6442190051815";"118.950304173863";"2906";"Ride";"240"
"6";"10";"151.789409220553";"210.818623917434";"2100";"Ride";"420"
"6";"11";"152.357825562306";"211.608091058759";"1115";"Family";"180"
"6";"12";"221.974830485729";"308.298375674624";"2259";"Water";"840"
"6";"13";"277.092273798459";"384.850380275638";"2103";"Dark";"600"
"6";"14";"146.001798209718";"202.780275291275";"5171";"Family";"120"
"6";"15";"196.48296232084";"272.893003223389";"1595";"Ride";"180"
"6";"16";"172.254014354333";"239.241686603241";"7557";"Show";"720"
"6";"17";"212.399225722857";"294.998924615079";"4343";"Family";"1380"
"6";"18";"298.983908211842";"415.255428072003";"1980";"Family";"1800"
"6";"19";"396.549247492626";"550.762843739758";"1629";"Roller Coaster";"420"
"6";"20";"404.439773111364";"561.721907099116";"2031";"Water";"1080"
"6";"21";"375.603027096632";"521.670870967545";"2497";"Water";"450"
"6";"22";"324.21650548843";"450.300702067264";"5626";"Show";"600"
"6";"23";"307.895112192602";"427.632100267502";"899";"Ride";"90"
"6";"24";"320.910683635937";"445.70928282769";"1050";"Water";"480"
"6";"25";"285.653754700851";"396.741325973405";"1748";"Family";"750"
"6";"26";"283.735806650503";"394.07750923681";"1716";"Family";"180"
"6";"27";"274.459265111448";"381.1934237659";"15118";"Family";"1200"
"7";"1";"134.212202759089";"186.405837165402";"1104";"Roller Coaster";"600"
"7";"2";"141.204693251368";"196.117629515788";"1754";"Spinning Ride";"90"
"7";"3";"171.898362374596";"238.747725520273";"1130";"Ride";"270"
"7";"4";"161.663429017777";"224.532540302468";"2720";"Family";"900"
"7";"5";"147.086668484683";"204.28703956206";"714";"Family";"720"
"7";"6";"74.5983748355694";"103.608853938291";"1291";"Ride";"255"
"7";"8";"37.1708358346645";"51.6261608814785";"1104";"Roller Coaster";"120"
"7";"9";"92.1798372613248";"128.02755175184";"2906";"Ride";"240"
"7";"10";"96.9393890552432";"134.638040354504";"2100";"Ride";"420"
"7";"11";"82.8645339339361";"115.0896304638";"1115";"Family";"180"
"7";"12";"222.627220297109";"309.204472634873";"2259";"Water";"840"
"7";"13";"281.753549382911";"391.324374142932";"2103";"Dark";"600"
"7";"14";"161.472540938845";"224.267417970619";"5171";"Family";"120"
"7";"15";"212.304689701218";"294.867624585025";"1595";"Ride";"180"
"7";"16";"197.836166423235";"274.772453365604";"7557";"Show";"720"
"7";"17";"247.401444910232";"343.613117930878";"4343";"Family";"1380"
"7";"18";"328.372358030104";"456.072719486255";"1980";"Family";"1800"
"7";"19";"416.812519623815";"578.906277255298";"1629";"Roller Coaster";"420"
"7";"20";"440.195816290661";"611.383078181474";"2031";"Water";"1080"
"7";"21";"427.23364481357";"593.38006224107";"2497";"Water";"450"
"7";"22";"368.252752742021";"511.46215658614";"5626";"Show";"600"
"7";"23";"357.187352175186";"496.093544687759";"899";"Ride";"90"
"7";"24";"375.366921570065";"521.34294662509";"1050";"Water";"480"
"7";"25";"340.270283964572";"472.597616617461";"1748";"Family";"750"
"7";"26";"330.530139289143";"459.069637901587";"1716";"Family";"180"
"7";"27";"348.377264410308";"483.857311680983";"15118";"Family";"1200"
"8";"1";"154.439326371042";"214.499064404225";"1104";"Roller Coaster";"600"
"8";"2";"173.242587897778";"240.614705413581";"1754";"Spinning Ride";"90"
"8";"3";"206.028413793908";"286.150574713761";"1130";"Ride";"270"
"8";"4";"197.105589099425";"273.75776263809";"2720";"Family";"900"
"8";"5";"182.372100844352";"253.294584506045";"714";"Family";"720"
"8";"6";"110.344657810482";"153.256469181224";"1291";"Ride";"255"
"8";"7";"37.1708358346645";"51.6261608814785";"734";"Spinning Ride";"90"
"8";"9";"122.595163678296";"170.2710606643";"2906";"Ride";"240"
"8";"10";"94.7303853389184";"131.569979637387";"2100";"Ride";"420"
"8";"11";"64.7015761672219";"89.8633002322526";"1115";"Family";"180"
"8";"12";"243.145375245227";"337.701910062816";"2259";"Water";"840"
"8";"13";"302.400897856774";"420.001247023297";"2103";"Dark";"600"
"8";"14";"189.515374242473";"263.21579755899";"5171";"Family";"120"
"8";"15";"238.682876949338";"331.50399576297";"1595";"Ride";"180"
"8";"16";"227.591886255699";"316.099842021804";"7557";"Show";"720"
"8";"17";"278.790639008282";"387.209220844836";"4343";"Family";"1380"
"8";"18";"357.173641364104";"496.074501894589";"1980";"Family";"1800"
"8";"19";"441.723473794586";"613.504824714702";"1629";"Roller Coaster";"420"
"8";"20";"470.209399352701";"653.068610212084";"2031";"Water";"1080"
"8";"21";"461.672220180881";"641.211416917891";"2497";"Water";"450"
"8";"22";"401.012652993066";"556.962018045925";"5626";"Show";"600"
"8";"23";"391.307534525889";"543.482686841513";"899";"Ride";"90"
"8";"24";"410.569518886895";"570.235442898465";"1050";"Water";"480"
"8";"25";"375.607909276634";"521.677651773103";"1748";"Family";"750"
"8";"26";"364.182127321341";"505.808510168529";"1716";"Family";"180"
"8";"27";"384.740990972116";"534.362487461272";"15118";"Family";"1200"
"9";"1";"181.11881897373";"251.553915241292";"1104";"Roller Coaster";"600"
"9";"2";"147.849702309944";"205.346808763811";"1754";"Spinning Ride";"90"
"9";"3";"160.115721465308";"222.382946479594";"1130";"Ride";"270"
"9";"4";"141.5825431457";"196.642421035695";"2720";"Family";"900"
"9";"5";"131.516501239185";"182.661807276646";"714";"Family";"720"
"9";"6";"85.6442190051815";"118.950304173863";"1291";"Ride";"255"
"9";"7";"92.1798372613248";"128.02755175184";"734";"Spinning Ride";"90"
"9";"8";"122.595163678296";"170.2710606643";"1104";"Roller Coaster";"120"
"9";"10";"99.2311821050942";"137.821086257075";"2100";"Ride";"420"
"9";"11";"123.932679491835";"172.128721516438";"1115";"Family";"180"
"9";"12";"138.864491966042";"192.867349952836";"2259";"Water";"840"
"9";"13";"196.219798433173";"272.527497823852";"2103";"Dark";"600"
"9";"14";"69.7921857172424";"96.9335912739478";"5171";"Family";"120"
"9";"15";"121.318773244639";"168.498296173109";"1595";"Ride";"180"
"9";"16";"105.703017508649";"146.80974653979";"7557";"Show";"720"
"9";"17";"156.205435954882";"216.951994381781";"4343";"Family";"1380"
"9";"18";"236.192571363819";"328.045238005304";"1980";"Family";"1800"
"9";"19";"325.936292749237";"452.689295485051";"1629";"Roller Coaster";"420"
"9";"20";"348.260492146207";"483.695127980843";"2031";"Water";"1080"
"9";"21";"340.91058613382";"473.486925185861";"2497";"Water";"450"
"9";"22";"278.6308079735";"386.987233296527";"5626";"Show";"600"
"9";"23";"270.219849624251";"375.305346700349";"899";"Ride";"90"
"9";"24";"291.678389647535";"405.108874510465";"1050";"Water";"480"
"9";"25";"257.3338178502";"357.4080803475";"1748";"Family";"750"
"9";"26";"242.554791525065";"336.881654895924";"1716";"Family";"180"
"9";"27";"303.27254885607";"421.211873411208";"15118";"Family";"1200"
"10";"1";"229.912932213876";"319.323516963716";"1104";"Roller Coaster";"600"
"10";"2";"223.322605308746";"310.170285151036";"1754";"Spinning Ride";"90"
"10";"3";"245.868477211554";"341.483996127158";"1130";"Ride";"270"
"10";"4";"230.282093865524";"319.836241479895";"2720";"Family";"900"
"10";"5";"217.676791649448";"302.3288772909";"714";"Family";"720"
"10";"6";"151.789409220553";"210.818623917434";"1291";"Ride";"255"
"10";"7";"96.9393890552432";"134.638040354504";"734";"Spinning Ride";"90"
"10";"8";"94.7303853389184";"131.569979637387";"1104";"Roller Coaster";"120"
"10";"9";"99.2311821050942";"137.821086257075";"2906";"Ride";"240"
"10";"11";"43.7835687452658";"60.8105121462026";"1115";"Family";"180"
"10";"12";"167.233564386678";"232.268839425942";"2259";"Water";"840"
"10";"13";"224.196256284607";"311.383689284176";"2103";"Dark";"600"
"10";"14";"139.635278583589";"193.937886921651";"5171";"Family";"120"
"10";"15";"177.820213706426";"246.972519036703";"1595";"Ride";"180"
"10";"16";"179.069987236931";"248.708315606848";"7557";"Show";"720"
"10";"17";"232.608724121725";"323.067672391284";"4343";"Family";"1380"
"10";"18";"297.671649333017";"413.432846295857";"1980";"Family";"1800"
"10";"19";"369.394492827103";"513.047906704309";"1629";"Roller Coaster";"420"
"10";"20";"412.011329096447";"572.237957078398";"2031";"Water";"1080"
"10";"21";"423.856949662207";"588.690207864176";"2497";"Water";"450"
"10";"22";"355.660941119142";"493.973529332141";"5626";"Show";"600"
"10";"23";"353.446887243344";"490.898454504644";"899";"Ride";"90"
"10";"24";"379.223877260159";"526.699829527999";"1050";"Water";"480"
"10";"25";"346.399891697758";"481.11096069133";"1748";"Family";"750"
"10";"26";"324.60124939414";"450.835068602972";"1716";"Family";"180"
"10";"27";"401.891853753615";"558.183130213355";"15118";"Family";"1200"
"11";"1";"215.38866112954";"299.150918235472";"1104";"Roller Coaster";"600"
"11";"2";"222.365255154426";"308.840632158925";"1754";"Spinning Ride";"90"
"11";"3";"250.252204434323";"347.572506158782";"1130";"Ride";"270"
"11";"4";"237.407190196807";"329.732208606677";"2720";"Family";"900"
"11";"5";"223.541411769966";"310.474183013842";"714";"Family";"720"
"11";"6";"152.357825562306";"211.608091058759";"1291";"Ride";"255"
"11";"7";"82.8645339339361";"115.0896304638";"734";"Spinning Ride";"90"
"11";"8";"64.7015761672219";"89.8633002322526";"1104";"Roller Coaster";"120"
"11";"9";"123.932679491835";"172.128721516438";"2906";"Ride";"240"
"11";"10";"43.7835687452658";"60.8105121462026";"2100";"Ride";"420"
"11";"12";"210.540960165088";"292.418000229289";"2259";"Water";"840"
"11";"13";"267.861172441044";"372.029406168117";"2103";"Dark";"600"
"11";"14";"176.366552398063";"244.953544997309";"5171";"Family";"120"
"11";"15";"218.328816779108";"303.234467748761";"1595";"Ride";"180"
"11";"16";"216.238289121063";"300.330957112588";"7557";"Show";"720"
"11";"17";"269.827554836321";"374.760492828223";"4343";"Family";"1380"
"11";"18";"338.714951559376";"470.437432721355";"1980";"Family";"1800"
"11";"19";"412.728966206349";"573.234675286596";"1629";"Roller Coaster";"420"
"11";"20";"453.14587346426";"629.369268700362";"2031";"Water";"1080"
"11";"21";"459.936413868627";"638.800574817537";"2497";"Water";"450"
"11";"22";"393.53742094896";"546.579751318";"5626";"Show";"600"
"11";"23";"389.205446118231";"540.563119608654";"899";"Ride";"90"
"11";"24";"413.159037465947";"573.831996480482";"1050";"Water";"480"
"11";"25";"379.460629722113";"527.028652391823";"1748";"Family";"750"
"11";"26";"360.687639977219";"500.955055523916";"1716";"Family";"180"
"11";"27";"418.141988444525";"580.752761728507";"15118";"Family";"1200"
"12";"1";"317.612674982363";"441.128715253282";"1104";"Roller Coaster";"600"
"12";"2";"272.824109267831";"378.922373983099";"1754";"Spinning Ride";"90"
"12";"3";"271.806315808191";"377.508771955821";"1130";"Ride";"270"
"12";"4";"250.972805653408";"348.573341185288";"2720";"Family";"900"
"12";"5";"246.613250537871";"342.51840352482";"714";"Family";"720"
"12";"6";"221.974830485729";"308.298375674624";"1291";"Ride";"255"
"12";"7";"222.627220297109";"309.204472634873";"734";"Spinning Ride";"90"
"12";"8";"243.145375245227";"337.701910062816";"1104";"Roller Coaster";"120"
"12";"9";"138.864491966042";"192.867349952836";"2906";"Ride";"240"
"12";"10";"167.233564386678";"232.268839425942";"2100";"Ride";"420"
"12";"11";"210.540960165088";"292.418000229289";"1115";"Family";"180"
"12";"13";"59.3055553227645";"82.3688268371729";"2103";"Dark";"600"
"12";"14";"79.1228081186231";"109.892789053643";"5171";"Family";"120"
"12";"15";"47.2451102678555";"65.6182087053549";"1595";"Ride";"180"
"12";"16";"78.5727617518454";"109.128835766452";"7557";"Show";"720"
"12";"17";"107.584109963964";"149.422374949951";"4343";"Family";"1380"
"12";"18";"138.923684332306";"192.949561572647";"1980";"Family";"1800"
"12";"19";"202.19165351706";"280.821740995916";"1629";"Roller Coaster";"420"
"12";"20";"250.416025457908";"347.800035358206";"2031";"Water";"1080"
"12";"21";"284.464830083521";"395.090041782667";"2497";"Water";"450"
"12";"22";"210.781912235368";"292.752655882455";"5626";"Show";"600"
"12";"23";"219.69585164444";"305.133127283944";"899";"Ride";"90"
"12";"24";"252.79590945138";"351.105429793583";"1050";"Water";"480"
"12";"25";"227.311509243224";"315.710429504477";"1748";"Family";"750"
"12";"26";"191.589497046881";"266.096523676224";"1716";"Family";"180"
"12";"27";"354.292573644177";"492.073018950245";"15118";"Family";"1200"
"13";"1";"371.997613079416";"516.663351499189";"1104";"Roller Coaster";"600"
"13";"2";"322.652532817859";"448.128517802582";"1754";"Spinning Ride";"90"
"13";"3";"317.071688577395";"440.377345246381";"1130";"Ride";"270"
"13";"4";"296.288913589507";"411.512379985427";"2720";"Family";"900"
"13";"5";"293.905704144289";"408.202366867068";"714";"Family";"720"
"13";"6";"277.092273798459";"384.850380275638";"1291";"Ride";"255"
"13";"7";"281.753549382911";"391.324374142932";"734";"Spinning Ride";"90"
"13";"8";"302.400897856774";"420.001247023297";"1104";"Roller Coaster";"120"
"13";"9";"196.219798433173";"272.527497823852";"2906";"Ride";"240"
"13";"10";"224.196256284607";"311.383689284176";"2100";"Ride";"420"
"13";"11";"267.861172441044";"372.029406168117";"1115";"Family";"180"
"13";"12";"59.3055553227645";"82.3688268371729";"2259";"Water";"840"
"13";"14";"131.274582495743";"182.325809021865";"5171";"Family";"120"
"13";"15";"84.0769912756171";"116.773598993913";"1595";"Ride";"180"
"13";"16";"115.664718892793";"160.645442906656";"7557";"Show";"720"
"13";"17";"118.14262084974";"164.086973402417";"4343";"Family";"1380"
"13";"18";"106.574878518074";"148.020664608436";"1980";"Family";"1800"
"13";"19";"146.631470059601";"203.654819527224";"1629";"Roller Coaster";"420"
"13";"20";"206.944328028608";"287.422677817511";"2031";"Water";"1080"
"13";"21";"260.648932855976";"362.012406744411";"2497";"Water";"450"
"13";"22";"186.932150058833";"259.627986192823";"5626";"Show";"600"
"13";"23";"204.250603681243";"283.681394001726";"899";"Ride";"90"
"13";"24";"240.004185759389";"333.33914688804";"1050";"Water";"480"
"13";"25";"221.347412460569";"307.426961750791";"1748";"Family";"750"
"13";"26";"179.479138734269";"249.276581575374";"1716";"Family";"180"
"13";"27";"373.955832745636";"519.383101035606";"15118";"Family";"1200"
"14";"1";"240.723605286729";"334.338340676012";"1104";"Roller Coaster";"600"
"14";"2";"193.731056170606";"269.070911348064";"1754";"Spinning Ride";"90"
"14";"3";"193.45189190226";"268.683183197583";"1130";"Ride";"270"
"14";"4";"172.699685533329";"239.860674351846";"2720";"Family";"900"
"14";"5";"167.732001422515";"232.961113086826";"714";"Family";"720"
"14";"6";"146.001798209718";"202.780275291275";"1291";"Ride";"255"
"14";"7";"161.472540938845";"224.267417970619";"734";"Spinning Ride";"90"
"14";"8";"189.515374242473";"263.21579755899";"1104";"Roller Coaster";"120"
"14";"9";"69.7921857172424";"96.9335912739478";"2906";"Ride";"240"
"14";"10";"139.635278583589";"193.937886921651";"2100";"Ride";"420"
"14";"11";"176.366552398063";"244.953544997309";"1115";"Family";"180"
"14";"12";"79.1228081186231";"109.892789053643";"2259";"Water";"840"
"14";"13";"131.274582495743";"182.325809021865";"2103";"Dark";"600"
"14";"15";"51.7743272713317";"71.9087878768495";"1595";"Ride";"180"
